cve_id,source,import_source,json_data,aliases,published,modified,severity,cvss_score,cvss_version,cvss_vector,summary,details,ecosystem,package,range_type,repo,introduced,fixed,cwe_ids,cna_assigner,references
CVE-2020-6060,https://cve.org/CVERecord?id=CVE-2020-6060,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2020-6060.json,https://api.osv.dev/v1/vulns/CVE-2020-6060,,2020-02-04T20:15:13.150Z,2026-07-08T19:45:08.772104Z,7.5 (High) CVSS_V3 - CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H CVSS Calculator,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,[none],"A stack buffer overflow vulnerability exists in the way MiniSNMPD version 1.4 handles multiple connections. A specially timed sequence of SNMP connections can trigger a stack overflow, resulting in a denial of service. To trigger this vulnerability, an attacker needs to simply initiate multiple connections to the server.",Git,github.com/troglobit/mini-snmpd,GIT,https://github.com/troglobit/mini-snmpd,,,,,https://talosintelligence.com/vulnerability_reports/TALOS-2019-0977; https://www.talosintelligence.com/vulnerability_reports/TALOS-2020-0977
CVE-2020-8115,https://cve.org/CVERecord?id=CVE-2020-8115,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2020-8115.json,https://api.osv.dev/v1/vulns/CVE-2020-8115,,2020-02-04T20:15:13.213Z,2026-07-09T00:07:12.668193Z,6.1 (Medium) CVSS_V3 - CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N CVSS Calculator,6.1,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,[none],"A reflected XSS vulnerability has been discovered in the publicly accessible afr.php delivery script of Revive Adserver <= 5.0.3 by Jacopo Tediosi. There are currently no known exploits: the session identifier cannot be accessed as it is stored in an http-only cookie as of v3.2.2. On older versions, however, under specific circumstances, it could be possible to steal the session identifier and gain access to the admin interface. The query string sent to the www/delivery/afr.php script was printed back without proper escaping in a JavaScript context, allowing an attacker to execute arbitrary JS code on the browser of the victim.",Git,github.com/revive-adserver/revive-adserver,GIT,https://github.com/revive-adserver/revive-adserver,,,,,https://www.revive-adserver.com/security/revive-sa-2020-001/; https://hackerone.com/reports/775693
CVE-2020-8116,https://cve.org/CVERecord?id=CVE-2020-8116,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2020-8116.json,https://api.osv.dev/v1/vulns/CVE-2020-8116,GHSA-ff7x-qrg7-qggm,2020-02-04T20:15:13.353Z,2026-07-09T01:30:07.287031Z,7.3 (High) CVSS_V3 - CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L CVSS Calculator,7.3,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,[none],Prototype pollution vulnerability in dot-prop npm package versions before 4.2.1 and versions 5.x before 5.1.1 allows an attacker to add arbitrary properties to JavaScript language constructs such as objects.,Git,github.com/sindresorhus/dot-prop,GIT,https://github.com/sindresorhus/dot-prop,,,,,https://github.com/sindresorhus/dot-prop/tree/v4; https://github.com/advisories/GHSA-ff7x-qrg7-qggm; https://github.com/sindresorhus/dot-prop/issues/63; https://hackerone.com/reports/719856
CVE-2020-8117,https://cve.org/CVERecord?id=CVE-2020-8117,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2020-8117.json,https://api.osv.dev/v1/vulns/CVE-2020-8117,,2020-02-04T20:15:13.543Z,2026-08-07T19:48:30.338774Z,4.3 (Medium) CVSS_V3 - CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N CVSS Calculator,4.3,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,[none],Improper preservation of permissions in Nextcloud Server 14.0.3 causes the event details to be leaked when sharing a non-public event.,Git,github.com/nextcloud/server,GIT,https://github.com/nextcloud/server,,,,,https://nextcloud.com/security/advisory/?id=NC-SA-2020-013; https://hackerone.com/reports/439828
CVE-2020-8118,https://cve.org/CVERecord?id=CVE-2020-8118,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2020-8118.json,https://api.osv.dev/v1/vulns/CVE-2020-8118,,2020-02-04T20:15:13.730Z,2026-08-07T11:31:17.963376560Z,5.0 (Medium) CVSS_V3 - CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:N/A:N CVSS Calculator,5.0,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:N/A:N,[none],An authenticated server-side request forgery in Nextcloud server 16.0.1 allowed to detect local and remote services when adding a new subscription in the calendar application.,Git,github.com/nextcloud/server,GIT,https://github.com/nextcloud/server,,,,,http://lists.opensuse.org/opensuse-security-announce/2020-02/msg00019.html; http://lists.opensuse.org/opensuse-security-announce/2020-02/msg00022.html; https://nextcloud.com/security/advisory/?id=NC-SA-2019-014; https://hackerone.com/reports/427835
CVE-2020-8119,https://cve.org/CVERecord?id=CVE-2020-8119,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2020-8119.json,https://api.osv.dev/v1/vulns/CVE-2020-8119,,2020-02-04T20:15:13.900Z,2026-08-07T15:14:46.464255Z,4.3 (Medium) CVSS_V3 - CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N CVSS Calculator,4.3,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,[none],Improper authorization in Nextcloud server 17.0.0 causes leaking of previews and files when a file-drop share link is opened via the gallery app.,Git,github.com/nextcloud/server,GIT,https://github.com/nextcloud/server,,,,,http://lists.opensuse.org/opensuse-security-announce/2020-02/msg00019.html; http://lists.opensuse.org/opensuse-security-announce/2020-02/msg00022.html; https://hackerone.com/reports/719426; https://nextcloud.com/security/advisory/?id=NC-SA-2019-012
CVE-2020-8120,https://cve.org/CVERecord?id=CVE-2020-8120,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2020-8120.json,https://api.osv.dev/v1/vulns/CVE-2020-8120,,2020-02-04T20:15:14.150Z,2026-08-07T19:48:30.803964Z,6.1 (Medium) CVSS_V3 - CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N CVSS Calculator,6.1,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,[none],A reflected Cross-Site Scripting vulnerability in Nextcloud Server 16.0.1 was discovered in the svg generation.,Git,github.com/nextcloud/server,GIT,https://github.com/nextcloud/server,,,,,https://nextcloud.com/security/advisory/?id=NC-SA-2019-004; https://hackerone.com/reports/605915
CVE-2020-8121,https://cve.org/CVERecord?id=CVE-2020-8121,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2020-8121.json,https://api.osv.dev/v1/vulns/CVE-2020-8121,,2020-02-04T20:15:14.307Z,2026-08-07T15:14:45.942896Z,8.1 (High) CVSS_V3 - CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N CVSS Calculator,8.1,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,[none],A bug in Nextcloud Server 14.0.4 could expose more data in reshared link shares than intended by the sharer.,Git,github.com/nextcloud/server,GIT,https://github.com/nextcloud/server,,,,,https://nextcloud.com/security/advisory/?id=NC-SA-2019-003; https://hackerone.com/reports/452854
CVE-2020-8122,https://cve.org/CVERecord?id=CVE-2020-8122,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2020-8122.json,https://api.osv.dev/v1/vulns/CVE-2020-8122,,2020-02-04T20:15:14.387Z,2026-08-07T15:14:46.205007Z,4.3 (Medium) CVSS_V3 - CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N CVSS Calculator,4.3,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,[none],A missing check in Nextcloud Server 14.0.3 could give recipient the possibility to extend the expiration date of a share they received.,Git,github.com/nextcloud/server,GIT,https://github.com/nextcloud/server,,,,,https://nextcloud.com/security/advisory/?id=NC-SA-2019-002; https://hackerone.com/reports/447494
CVE-2020-8123,https://cve.org/CVERecord?id=CVE-2020-8123,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2020-8123.json,https://api.osv.dev/v1/vulns/CVE-2020-8123,GHSA-23fp-fmrv-f5px,2020-02-04T20:15:14.447Z,2026-07-08T05:59:30.452974867Z,4.9 (Medium) CVSS_V3 - CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H CVSS Calculator,4.9,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H,[none],A denial of service exists in strapi v3.0.0-beta.18.3 and earlier that can be abused in the admin console using admin rights can lead to arbitrary restart of the application.,Git,github.com/strapi/strapi,GIT,https://github.com/strapi/strapi,,,,,https://hackerone.com/reports/768574
CVE-2020-8124,https://cve.org/CVERecord?id=CVE-2020-8124,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2020-8124.json,https://api.osv.dev/v1/vulns/CVE-2020-8124,GHSA-46c4-8wrp-j99v,2020-02-04T20:15:14.543Z,2026-07-09T00:07:14.570047Z,5.3 (Medium) CVSS_V3 - CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N CVSS Calculator,5.3,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,[none],Insufficient validation and sanitization of user input exists in url-parse npm package version 1.4.4 and earlier may allow attacker to bypass security checks.,Git,github.com/unshiftio/url-parse,GIT,https://github.com/unshiftio/url-parse,,,,,https://hackerone.com/reports/496293
CVE-2020-8125,https://cve.org/CVERecord?id=CVE-2020-8125,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2020-8125.json,https://api.osv.dev/v1/vulns/CVE-2020-8125,GHSA-8f89-2fwj-5v5r,2020-02-04T20:15:14.620Z,2026-07-08T21:26:28.270954Z,9.8 (Critical) CVSS_V3 - CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H CVSS Calculator,9.8,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,[none],Flaw in input validation in npm package klona version 1.1.0 and earlier may allow prototype pollution attack that may result in remote code execution or denial of service of applications using klona.,Git,github.com/lukeed/klona,GIT,https://github.com/lukeed/klona,,,,,https://hackerone.com/reports/778414
CVE-2020-8449,https://cve.org/CVERecord?id=CVE-2020-8449,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2020-8449.json,https://api.osv.dev/v1/vulns/CVE-2020-8449,,2020-02-04T20:15:14.697Z,2026-07-08T05:56:14.947642819Z,7.5 (High) CVSS_V3 - CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N CVSS Calculator,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,[none],"An issue was discovered in Squid before 4.10. Due to incorrect input validation, it can interpret crafted HTTP requests in unexpected ways to access server resources prohibited by earlier security filters.",Git,github.com/squid-cache/squid,GIT,https://github.com/squid-cache/squid,,,,,https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/G6W2IQ7QV2OGREFFUBNVZIDD3RJBDE4R/; https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/TSU6SPANL27AGK5PCGBJOKG4LUWA555J/; http://lists.opensuse.org/opensuse-security-announce/2020-03/msg00012.html; http://lists.opensuse.org/opensuse-security-announce/2020-05/msg00010.html; https://lists.debian.org/debian-lts-announce/2020/07/msg00009.html; https://security.gentoo.org/glsa/202003-34; https://security.netapp.com/advisory/ntap-20210304-0002/; https://usn.ubuntu.com/4289-1/; https://www.debian.org/security/2020/dsa-4682; http://www.squid-cache.org/Advisories/SQUID-2020_1.txt; http://www.squid-cache.org/Versions/v3/3.5/changesets/SQUID-2020_1.patch; http://www.squid-cache.org/Versions/v3/3.5/changesets/squid-3.5-8e657e835965c3a011375feaa0359921c5b3e2dd.patch; http://www.squid-cache.org/Versions/v4/changesets/SQUID-2020_1.patch; http://www.squid-cache.org/Versions/v4/changesets/squid-4-b3a0719affab099c684f1cd62b79ab02816fa962.patch; http://www.squid-cache.org/Versions/v4/changesets/squid-4-d8e4715992d0e530871519549add5519cbac0598.patch
CVE-2020-8450,https://cve.org/CVERecord?id=CVE-2020-8450,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2020-8450.json,https://api.osv.dev/v1/vulns/CVE-2020-8450,,2020-02-04T20:15:14.777Z,2026-07-08T05:56:15.069846634Z,7.3 (High) CVSS_V3 - CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L CVSS Calculator,7.3,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,[none],"An issue was discovered in Squid before 4.10. Due to incorrect buffer management, a remote client can cause a buffer overflow in a Squid instance acting as a reverse proxy.",Git,github.com/squid-cache/squid,GIT,https://github.com/squid-cache/squid,,,,,https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/G6W2IQ7QV2OGREFFUBNVZIDD3RJBDE4R/; https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/TSU6SPANL27AGK5PCGBJOKG4LUWA555J/; http://lists.opensuse.org/opensuse-security-announce/2020-03/msg00012.html; http://lists.opensuse.org/opensuse-security-announce/2020-05/msg00010.html; http://www.squid-cache.org/Advisories/SQUID-2020_1.txt; https://lists.debian.org/debian-lts-announce/2020/07/msg00009.html; https://security.gentoo.org/glsa/202003-34; https://security.netapp.com/advisory/ntap-20210304-0002/; https://usn.ubuntu.com/4289-1/; https://www.debian.org/security/2020/dsa-4682; http://www.squid-cache.org/Versions/v3/3.5/changesets/SQUID-2020_1.patch; http://www.squid-cache.org/Versions/v3/3.5/changesets/squid-3.5-8e657e835965c3a011375feaa0359921c5b3e2dd.patch; http://www.squid-cache.org/Versions/v4/changesets/SQUID-2020_1.patch; http://www.squid-cache.org/Versions/v4/changesets/squid-4-b3a0719affab099c684f1cd62b79ab02816fa962.patch; http://www.squid-cache.org/Versions/v4/changesets/squid-4-d8e4715992d0e530871519549add5519cbac0598.patch
CVE-2020-8517,https://cve.org/CVERecord?id=CVE-2020-8517,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2020-8517.json,https://api.osv.dev/v1/vulns/CVE-2020-8517,,2020-02-04T20:15:14.857Z,2026-07-08T05:56:15.112892046Z,7.5 (High) CVSS_V3 - CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H CVSS Calculator,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,[none],"An issue was discovered in Squid before 4.10. Due to incorrect input validation, the NTLM authentication credentials parser in ext lm group_acl may write to memory outside the credentials buffer. On systems with memory access protections, this can result in the helper process being terminated unexpectedly. This leads to the Squid process also terminating and a denial of service for all clients using the proxy.",Git,github.com/squid-cache/squid,GIT,https://github.com/squid-cache/squid,,,,,http://lists.opensuse.org/opensuse-security-announce/2020-03/msg00012.html; http://lists.opensuse.org/opensuse-security-announce/2020-05/msg00010.html; http://lists.opensuse.org/opensuse-security-announce/2020-05/msg00018.html; http://www.squid-cache.org/Advisories/SQUID-2020_3.txt; https://security.gentoo.org/glsa/202003-34; https://security.netapp.com/advisory/ntap-20210304-0002/; https://usn.ubuntu.com/4289-1/; http://www.squid-cache.org/Versions/v4/changesets/squid-4-6982f1187a26557e582172965e266f544ea562a5.patch
CVE-2019-10786,https://github.com/advisories/GHSA-ph32-23p8-9rw5,https://github.com/github/advisory-database/blob/main/advisories/github-reviewed/2021/04/GHSA-ph32-23p8-9rw5/GHSA-ph32-23p8-9rw5.json,https://api.osv.dev/v1/vulns/GHSA-ph32-23p8-9rw5,CVE-2019-10786,2021-04-13T15:17:45Z,2026-03-13T21:57:14.457704Z,9.8 (Critical) CVSS_V3 - CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H CVSS Calculator,9.8,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Improper Input Validation in network-manager,"network-manager through 1.0.2 allows remote attackers to execute arbitrary commands via the ""execSync()"" argument.",npm,network-manager,SEMVER,,,,CWE-20; CWE-78,,https://nvd.nist.gov/vuln/detail/CVE-2019-10786; https://snyk.io/vuln/SNYK-JS-NETWORKMANAGER-544035
CVE-2019-10787,https://cve.org/CVERecord?id=CVE-2019-10787,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2019-10787.json,https://api.osv.dev/v1/vulns/CVE-2019-10787,GHSA-r9vm-rhmf-7hxx SNYK-JS-IMRESIZE-544183,2020-02-04T21:15:10.667Z,2026-07-09T02:49:08.118497Z,9.8 (Critical) CVSS_V3 - CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H CVSS Calculator,9.8,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,[none],"im-resize through 2.3.2 allows remote attackers to execute arbitrary commands via the ""exec"" argument. The cmd argument used within index.js, can be controlled by user without any sanitization.",Git,github.com/turistforeningen/node-im-resize,GIT,https://github.com/turistforeningen/node-im-resize,,,,,https://github.com/Turistforeningen/node-im-resize/commit/de624dacf6a50e39fe3472af1414d44937ce1f03; https://snyk.io/vuln/SNYK-JS-IMRESIZE-544183
CVE-2019-10788,https://cve.org/CVERecord?id=CVE-2019-10788,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2019-10788.json,https://api.osv.dev/v1/vulns/CVE-2019-10788,GHSA-qfxv-qqvg-24pg,2020-02-04T21:15:10.730Z,2026-07-08T15:54:43.988339Z,9.8 (Critical) CVSS_V3 - CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H CVSS Calculator,9.8,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,[none],"im-metadata through 3.0.1 allows remote attackers to execute arbitrary commands via the ""exec"" argument. It is possible to inject arbitrary commands as part of the metadata options which is given to the ""exec"" function.",Git,github.com/turistforeningen/node-im-metadata,GIT,https://github.com/turistforeningen/node-im-metadata,,,,,https://github.com/Turistforeningen/node-im-metadata/commit/ea15dddbe0f65694bfde36b78dd488e90f246639; https://snyk.io/vuln/SNYK-JS-IMMETADATA-544184
CVE-2019-12528,https://cve.org/CVERecord?id=CVE-2019-12528,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2019-12528.json,https://api.osv.dev/v1/vulns/CVE-2019-12528,,2020-02-04T21:15:10.807Z,2026-07-08T05:48:19.522963521Z,7.5 (High) CVSS_V3 - CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N CVSS Calculator,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,[none],"An issue was discovered in Squid before 4.10. It allows a crafted FTP server to trigger disclosure of sensitive information from heap memory, such as information associated with other users' sessions or non-Squid processes.",Git,github.com/squid-cache/squid,GIT,https://github.com/squid-cache/squid,,,,,https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/G6W2IQ7QV2OGREFFUBNVZIDD3RJBDE4R/; https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/TSU6SPANL27AGK5PCGBJOKG4LUWA555J/; http://lists.opensuse.org/opensuse-security-announce/2020-03/msg00012.html; http://lists.opensuse.org/opensuse-security-announce/2020-05/msg00010.html; http://lists.opensuse.org/opensuse-security-announce/2020-05/msg00018.html; http://www.squid-cache.org/Advisories/SQUID-2020_2.txt; https://lists.debian.org/debian-lts-announce/2020/07/msg00009.html; https://security.gentoo.org/glsa/202003-34; https://usn.ubuntu.com/4289-1/; https://www.debian.org/security/2020/dsa-4682
CVE-2020-5208,https://cve.org/CVERecord?id=CVE-2020-5208,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2020-5208.json,https://api.osv.dev/v1/vulns/CVE-2020-5208,GHSA-g659-9qxw-p7cp,2020-02-05T14:15:11.420Z,2026-07-09T01:29:59.574436Z,8.8 (High) CVSS_V3 - CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H CVSS Calculator,8.8,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,[none],"It's been found that multiple functions in ipmitool before 1.8.19 neglect proper checking of the data received from a remote LAN party, which may lead to buffer overflows and potentially to remote code execution on the ipmitool side. This is especially dangerous if ipmitool is run as a privileged user. This problem is fixed in version 1.8.19.",Git,github.com/ipmitool/ipmitool,GIT,https://github.com/ipmitool/ipmitool,,,,,https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/K2BPW66KDP4H36AGZXLED57A3O2Y6EQW/; https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/RYYEKUAUTCWICM77HOEGZDVVEUJLP4BP/; http://lists.opensuse.org/opensuse-security-announce/2020-02/msg00031.html; https://lists.debian.org/debian-lts-announce/2020/02/msg00006.html; https://lists.debian.org/debian-lts-announce/2021/06/msg00029.html; https://security.gentoo.org/glsa/202101-03; https://github.com/ipmitool/ipmitool/commit/e824c23316ae50beb7f7488f2055ac65e8b341f2; https://github.com/ipmitool/ipmitool/security/advisories/GHSA-g659-9qxw-p7cp
CVE-2020-5237,https://cve.org/CVERecord?id=CVE-2020-5237,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2020-5237.json,https://api.osv.dev/v1/vulns/CVE-2020-5237,GHSA-x8wj-6m73-gfqp,2020-02-05T14:15:11.527Z,2026-07-09T00:37:46.753717Z,8.8 (High) CVSS_V3 - CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H CVSS Calculator,8.8,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,[none],"Multiple relative path traversal vulnerabilities in the oneup/uploader-bundle before 1.9.3 and 2.1.5 allow remote attackers to upload, copy, and modify files on the filesystem (potentially leading to arbitrary code execution) via the (1) filename parameter to BlueimpController.php; the (2) dzchunkindex, (3) dzuuid, or (4) filename parameter to DropzoneController.php; the (5) qqpartindex, (6) qqfilename, or (7) qquuid parameter to FineUploaderController.php; the (8) x-file-id or (9) x-file-name parameter to MooUploadController.php; or the (10) name or (11) chunk parameter to PluploadController.php. This is fixed in versions 1.9.3 and 2.1.5.",Git,github.com/1up-lab/oneupuploaderbundle,GIT,https://github.com/1up-lab/oneupuploaderbundle,,,,,https://github.com/1up-lab/OneupUploaderBundle/security/advisories/GHSA-x8wj-6m73-gfqp; https://github.com/1up-lab/OneupUploaderBundle/commit/a6011449b716f163fe1ae323053077e59212350c; https://www.syss.de/fileadmin/dokumente/Publikationen/Advisories/SYSS-2020-003.txt
CVE-2020-8631,https://cve.org/CVERecord?id=CVE-2020-8631,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2020-8631.json,https://api.osv.dev/v1/vulns/CVE-2020-8631,,2020-02-05T14:15:11.607Z,2026-07-08T05:54:14.517151619Z,5.5 (Medium) CVSS_V3 - CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N CVSS Calculator,5.5,CVSS_V3,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,[none],"cloud-init through 19.4 relies on Mersenne Twister for a random password, which makes it easier for attackers to predict passwords, because rand_str in cloudinit/util.py calls the random.choice function.",Git,github.com/canonical/cloud-init,GIT,https://github.com/canonical/cloud-init,,,,,http://lists.opensuse.org/opensuse-security-announce/2020-03/msg00042.html; https://lists.debian.org/debian-lts-announce/2020/02/msg00021.html; https://bugs.launchpad.net/ubuntu/+source/cloud-init/+bug/1860795; https://github.com/canonical/cloud-init/pull/204
CVE-2020-8632,https://cve.org/CVERecord?id=CVE-2020-8632,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2020-8632.json,https://api.osv.dev/v1/vulns/CVE-2020-8632,,2020-02-05T14:15:11.653Z,2026-07-08T05:54:14.608646425Z,5.5 (Medium) CVSS_V3 - CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N CVSS Calculator,5.5,CVSS_V3,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,[none],"In cloud-init through 19.4, rand user password in cloudinit/config/cc set passwords.py has a small default pwlen value, which makes it easier for attackers to guess passwords.",Git,github.com/canonical/cloud-init,GIT,https://github.com/canonical/cloud-init,,,,,http://lists.opensuse.org/opensuse-security-announce/2020-03/msg00042.html; https://lists.debian.org/debian-lts-announce/2020/02/msg00021.html; https://bugs.launchpad.net/ubuntu/+source/cloud-init/+bug/1860795; https://github.com/canonical/cloud-init/pull/189
CVE-2020-7216,https://cve.org/CVERecord?id=CVE-2020-7216,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2020-7216.json,https://api.osv.dev/v1/vulns/CVE-2020-7216,,2020-02-05T15:15:09.957Z,2026-08-07T11:31:02.222275887Z,7.5 (High) CVSS_V3 - CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H CVSS Calculator,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,[none],An ni dhcp4 parse_response memory leak in openSUSE wicked 0.6.55 and earlier allows network attackers to cause a denial of service by sending DHCP4 packets without a message type option.,Git,github.com/opensuse/wicked,GIT,https://github.com/opensuse/wicked,,,,,http://lists.opensuse.org/opensuse-security-announce/2020-02/msg00005.html; https://bugzilla.suse.com/show_bug.cgi?id=1160905
CVE-2020-7979,https://cve.org/CVERecord?id=CVE-2020-7979,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2020-7979.json,https://api.osv.dev/v1/vulns/CVE-2020-7979,BIT-gitlab-2020-7979,2020-02-05T15:15:10.147Z,2026-08-17T16:44:56.624327Z,5.3 (Medium) CVSS_V3 - CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N CVSS Calculator,5.3,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,[none],GitLab EE 8.9 and later through 12.7.2 has Insecure Permission,Git,gitlab.com/gitlab-org/gitlab,GIT,https://gitlab.com/gitlab-org/gitlab,,,,,https://about.gitlab.com/blog/categories/releases/; https://about.gitlab.com/releases/2020/01/30/security-release-gitlab-12-7-4-released/
